Last login: Mon May  6 19:31:25 on ttys002
 9762 ??         0:00.37 /usr/libexec/sandboxd
 9775 ??         0:00.12 /System/Library/CoreServices/backupd.bundle/Contents/R
 9778 ??         0:00.07 /usr/sbin/netbiosd
 9791 ??         0:00.80 /System/Library/Frameworks/WebKit.framework/Versions/A
 9793 ??         0:00.21 /System/Library/Frameworks/WebKit.framework/Versions/A
 9795 ??         0:00.03 /usr/libexec/corecaptured
 9799 ??         0:00.19 /System/Library/Frameworks/WebKit.framework/Versions/A
 9802 ??         0:00.13 /System/Library/Frameworks/WebKit.framework/Versions/A
 9804 ??         0:00.63 /System/Library/Frameworks/WebKit.framework/Versions/A
 9805 ??         0:02.50 /System/Library/Frameworks/WebKit.framework/Versions/A
 9806 ??         0:00.14 /System/Library/Frameworks/WebKit.framework/Versions/A
 9807 ttys000    0:00.03 login -pf voduc
 9808 ttys000    0:00.02 -bash
 9814 ttys000    0:00.01 ps -e
vos-MacBook-Air:~ voduc$ discord
-bash: discord: command not found
vos-MacBook-Air:~ voduc$  discord
-bash: discord: command not found
vos-MacBook-Air:~ voduc$ ps -e | grep 'Discord'
 9818 ttys000    0:00.00 grep Discord
vos-MacBook-Air:~ voduc$ cat /proc/13327/status
cat: /proc/13327/status: No such file or directory
vos-MacBook-Air:~ voduc$ kill -STOP 13327
-bash: kill: (13327) - No such process
vos-MacBook-Air:~ voduc$ kill -CONT 13327
-bash: kill: (13327) - No such process
vos-MacBook-Air:~ voduc$ kill -KILL 13327
-bash: kill: (13327) - No such process
vos-MacBook-Air:~ voduc$ 
